Word Id,Word,Meaning,P of speech,Pronunciation
2074,"বয়ে","to carry","verb",
2075,"বয়ে আনা","to bring by carrying","verb",
2077,"মাদুর","mat","noun",
2079,"বাছা","1. son; my dear child 2. chosen","noun",
2080,"মনে মনে ভাবা","to think to oneself","verb",
2081,"কুফরী ক","to blaspheme","verb",
2082,"মাফ ক","to forgive","verb",
2083,"লেবি","Levi","name",
2084,"ডাক","call","noun",
2085,"খাজনা","tax","noun",
2086,"খাজনা আদায়কারী","tax collector","noun",
2087,"আদায় ক","to collect (eg. taxes)","verb",
2088,"ফরীশী","Pharisee","name",
2089,"ধার্মি","the religious; the righteous","noun",
2090,"গুনাহ্‌গার","sinner","noun",
2091,"রোজা","fasting","noun",
2092,"শাগরেদ","[P] disciple, follower, apprentice","noun",
2093,"বর","bridegroom","noun",
2094,"তালি","patch (as on a torn cloth)","noun",
2095,"ছেঁড়া","tear; torn place","noun",
2096,"ফেটে যাওয়া","to burst","verb",
2097,"বিশ্রামবার","Sabbath","noun",
2098,"শীষ ছেঁড়া","to pick heads of grain","verb",
2099,"মজলিস খানা","synagogue","noun",
2100,"দোষ দেবার অজুহাত","a reason/excuse to accuse/blame","noun",
2101,"নজর রাখা","to watch","verb",
2102,"অন্তর","heart","noun",
2103,"কঠিনতা","hardness","noun",
2104,"চাপাচাপি","crowding; continuous pressing; great pressure","noun",
2108,"সাহাবী পদ","position of apostle","noun",
2110,"ভূত","evil spirit, demon","noun",
2111,"ভূত ছাড়ানো ক্ষমতা","power/authority to drive out demons","noun",
2112,"বক্র ধ্বনির পুত্র","sons of thunder","noun",
2113,"বেল্‌সবূল","Beelzubub","name",
2114,"বেল্‌সবূলে পাওয়া","possessed by Beelzubub","verb",
2115,"তাড়িয়ে দেওয়া","to drive out","verb",
2116,"টিকা / টেকা","to stand, to last","verb",
2117,"ভাংগন","breaking; act of breaking up","noun",
2118,"ভাংগন ধরা","to begin to crumble down; to start disintegrating or cracking or disuniting","verb",
2119,"বলবান","strong","adj",
2120,"বিজ","seed","noun",
2121,"বোনা","to sow (eg. seeds)","verb",
2122,"পাথুরে জমি","rocky soil","noun",
2123,"চারা","seedling","noun",
2124,"গজিয়ে উঠা","to sprout up","verb",
2125,"পোড়া / পুড়া","to be burned/scorched","verb",
2126,"শিকড়","root","noun",
2127,"কাঁটাবন","thicket (?) of thorns","noun",
2128,"কাঁটাগাছ","plant with thorns","noun",
2129,"চেপে রাখা","to choke, to put pressure on","verb",
2130,"ফল ধরা","to bear fruit","verb",
2131,"ত্রিশ গুণ","30 times",,
2132,"জন্মান","to produce a crop","verb",
2133,"যার শুনবার কান আছে, সে শুনুক","He who has ears to hear, let him hear.",,
2134,"গোপন","secret","adj",
2135,"গোপন সত্য","secret truth","noun",
2136,"পাক-কিতাবের কথামত","according to the words of the Holy Book",,
2137,"তাকানো","to look","verb",
2138,"জুলুম","persecution, oppression; tyranny","noun",
2139,"পিছিয়ে যাওয়া","to fall away, to go back","verb",
2140,"ধন-সম্পত্তির মায়া","deceitfulness of wealth","noun",
2141,"বাতি","lamp","noun",
2143,"খাট","bed","noun",
2144,"বাতিদান","lampstand","noun",
2145,"মনোযোগ দেওয়া","to pay attention to, to consider","verb",
2148,"শিষের মাথা","head of grain on stalk","noun",
2149,"শস্যের দানা","full kernel in the head","noun",
2150,"কাস্তে","sickle, scythe","noun",
2151,"কাস্তে লাগান","to cut with a sickle","verb",
2152,"দৃস্টান্ত","illustration; example","noun",
2154,"বাসা","nest; house","noun",
2155,"বাসা বাঁধা","to make a nest","verb",
2156,"আছড়ে পড়া","to come down violently upon","verb",
2157,"আছড়ান","to throw or dash violently to the ground","verb",
2158,"জাগান","to wake up (someone)","verb",
2160,"ভীষণ","very much, very great","adj",
2161,"বলাবলি ক","to converse, discuss","verb",
2162,"কবরস্থান","tombs, graveyard","noun",
2163,"শিকল","chain","noun",
2164,"বেড়ী","irons","noun",
2165,"সামলান","to subdue/tame","verb",
2166,"জন্ত্রণা দেওয়া","to torture","verb",
2167,"বাহিনী","legion; army division","noun",
2169,"শূকর","pig","noun",
2170,"পাহাড়ের পায়ে","on the hillside",,
2171,"ওনুমতি","permission","noun",
2172,"ঢালু","sloping downwards","adj",
2173,"পার","bank","noun",
2174,"ঢালু পার","steep bank","noun",
2175,"উবুড় হয়ে পড়া","to fall down before (someone)","verb",
2176,"মারা যাবার মত হওয়া","to be close to dying","verb",
2177,"রক্তস্রাব","bleeding; hemorrhage","noun",
2178,"ভুগা","to suffer; experience","verb",
2179,"গোলমাল","commotion","noun",
2180,"খুকী","‘little girl’","noun",
2181,"মনে বাধা আসা","‘to take offense’; to have an obstacle or hindrance come into one’s mind (?)","verb",
2182,"সম্মান পাওয়া","to receive honor, respect","verb",
2183,"কোমর-বাঁধনি","belt","noun",
2184,"নিষেধ ক","to forbid","noun",
2186,"ঝেড়ে ফেলা","to shake off","verb",
2187,"শাহাদাত","[A] martyrdom or evidence","noun",
2188,"বরণ","act of choosing; submissive acceptance","noun",
2189,"আল্লাহ্‌বক্ত","righteous man","noun",
2190,"অস্বস্তি","uneasiness, discomfort, trouble","adj?",
2191,"অস্বস্তি বোধ ক","to feel uneasy, puzzled, uncomfortable","verb",
2193,"শুকনা","withered","adj",
2195,"তবলিগ","preaching","noun",
2196,"অবশ","unruly, untamed; paralyzed, benumbed","adj",
2197,"অবশ রোগী","paralytic, one who is paralyzed","noun",
2198,"সুস্থ হ","to be healed, to become well","verb",
2199,"চাষী","farmer (esp. one who works with agriculture)","noun",
2201,"আসফ","Asaph (NIV)","name",
2203,"নাপাক ক","to profane, to make unholy (‘pak’ = holy)","verb",
2204,"জেরুজালেম","Jerusalem (NIV)","name",
2205,"স্তূপ ক","to heap, to pile up","verb",
2207,"গোশ্‌ত","meat","noun",
2208,"নিন্দা","Blame; abuse; reproach","noun",
2209,"পাত্র","a deserving man or object","noun",
2210,"তামাশা","Show; exhibition; joke; fun; sport; amusement","noun",
2211,"খোরাক","Food ; provisions ; meal.","noun",
2213,"জ্বালা","burning sensation or pain","noun",
2214,"পাওনা এবাদত না পাওয়ার জ্বালা","referring to God’s jealousy (i.e. ‘the burning emotion that comes from not receiving the worship/praise that is due to one’)","noun",
2219,"রক্তপাত","Bloodshed; bleeding","noun",
2220,"শোধ","Payment; repayment; retaliation","noun",
2221,"কাত্‌রানি","Moaning; complaint; cry of anguish; lamentation","noun",
2222,"মালিক","Lord","noun",
2223,"গাল-মন্দ","Abuses ; reproaches.","noun",
2224,"সাতণ্ডণ শাস্তি","‘seven times the punishment’","noun",
2232,"পাল","Flock; herd","noun",
2234,"ছড়ানো","fling about; throw about; strew ; spread","verb",
2237,"মানশা","Manasseh (NIV)","name",
2238,"জাগানো","Awaken ; stir up ; rouse","verb",
2242,"তাড়ানো","Drive away or out","verb",
2243,"এরস","‘cedar’ (NIV)","adj.?",
2244,"ফোরাত","Euphrates (NIV)","name",
2245,"ছেঁড়া","Tear ; rend ; break","verb",
2246,"বকুনি","Scolding ; rebuking","noun",
2247,"কাওয়ালী","a musical mode or measure","noun",
2248,"গিত্তিৎ","‘gittith’ - Title: probably a musical term (NIV)","noun?",
2253,"সুরবাহার","Stringed musical instrument (‘harp’ - NIV)","noun",
2254,"অমাবস্যা","Day of the new moon","noun",
2255,"পূর্ণিমা","Day of the full moon","noun",
2256,"শিংগা","horn for blowing, trumpet","noun",
2260,"ঝুড়ি","Basket","noun",
2261,"বওয়া","Carry ; bear","verb",
2262,"বাজ","Thunderbolt","noun",
2264,"মরীবা","Meribah (NIV)","name",
2265,"সেলা","‘Selah’ (NIV)","?",
2266,"একান্ত","Much ; excessive","adj.",
2268,"অন্ততঃ","bring under control; restrain; subdue","verb",
2273,"খোদায়ী স্বভাব","divine nature","noun",
2275,"অজুহাত","excuse","noun",
2276,"কৃতজ্ঞতা","gratitude","noun",
2278,"চিন্তাশাক্তি","thinking (?)","noun",
2279,"অসার","worthless, futile","adj",
2280,"মূর্খ","foolish / fool","adj / noun",
2282,"জঘন্য","filthy; nasty; abominable; vile; contemptible","adj",
2283,"অনুচিত","improper","adj","[IbywPZ&] (?)"
2284,"নীচতা","lowness, vileness","noun",
2285,"ছলনা","hypocrisy; act of deceiving","noun",
2287,"বদমেজাজী","ill-tempered","adj",
2289,"গর্বিত","proud, conceited","adj",
2290,"দয়ামারা","kindness and love; compassion and affection","noun",
2293,"ন্যায্য","correct, right, proper","adj",
2294,"রেহাই","[P] escape, deliverance, release, relief","noun",
2295,"সহ্যগুণ","tolerance","noun",
2296,"আখেরী","last, final (not a good translation)","adj",
2297,"চিরন্তন","eternal (a better translation)","adj",
2301,"বিবেকহীন","foolish?","adj",
2302,"সংশোধন ক","to purify, correct, reform","verb",
2303,"ধারণা","idea; conception; conclusion; assumption","noun",
2304,"খৎনা ক","to circumcize","verb",
2308,"নিখুঁত বিচার","perfect judgment, verdict","noun",
2309,"ন্যায়","justice, truth; honesty; righteousness","noun",
2310,"অন্যায়","improper or unjust action / unjust, wrongful","noun / adj",
2311,"গৌরব","glory, honor; majesty, excellence","noun",
2312,"মোটেই না!","Not at all!",,
2313,"গুনাহের অধীন","under sin",,
2315,"সত্যিকার","true, genuine, real","adj",
2317,"খোশামোদ","[P] flattery; false praise","noun",
2318,"তেতো কথা","bitterness; literally 'bitter talk'","noun",
2320,"চেতনা লাভ ক","to become conscious of","verb",
2323,"বংশধর","offspring","noun",
2326,"অকেজো হ","to be unfit for work; disabled; useless","verb",
2328,"অধিকার","ownership, right, title, domination, authority, rule","noun",
2329,"অধীন","included in; brought under authority of","adj",
2331,"আদিপিতা","first, original","adj",
2334,"ঘোষণা ক","to announce, proclaim, declare","verb",
2339,"লক্ষ্য","aim, purpose, goal","noun",
2343,"দুঃখ-কস্ট","sufferings","noun",
2344,"ধৈর্য","perseverance, patience","noun",
2345,"খাঁটি স্বভাব","character (?)","noun",
2346,"লজ্জায় ফেলে না","does not disappoint",,
2350,"রেহাই পাওয়া","to be released; set free","verb",
2352,"মিলন","accord, unity, harmony or reconciliation","noun",
2354,"বিনামূল্য","priceless","noun",
2355,"উপ্‌চে","to overflow","verb",
2357,"গ্রহণযোগ্য","acceptable","adj",
2360,"অনুসরণ ক","to follow","verb",
2361,"পরিপূর্ণতা","completeness, perfection, fulfillment","noun",
2362,"আখেরী জীবন","eternal life ['life at the end']","noun",
2366,"আদি-আন্তহীন","eternal","adj",
2367,"চিরস্থায়ী","everlasting","adj",
2368,"নিরন্তর","everlasting","adj",
2369,"বর্ণা","description, explanation","noun",
2370,"লাভ ক","to obtain, gain, secure; to make a profit","verb",
2373,"মহাকুদরতী","glory (?), great miracle","noun",
2376,"কুদরতি","superhuman, miraculous","adj",
2378,"অকেজো ক","to disable, do away with","verb",
2379,"অকেজো","disabled, useless","adj",
2381,"ভরসা ক","to rely on, depend on, count on","verb",
2383,"হাতিয়ার","tool; hand-tool; weapon; here, it means 'instrument'","noun",
2387,"ছাড়া পাওয়া","to be set free","verb",
2388,"অপবিত্রতা","impurity","noun",
2390,"জেনাকারিণী","adulteress","noun",
2391,"বাঁধন","getting married; bound in marriage; also construction of house; composition of tune","noun",
2392,"ফলবান","fruit-bearing","adj",
2394,"কামনা-বাসনা","sinful passions","noun",
2395,"লোভ কোরো না","do not covet",,
2396,"ঠকানো","to cheat, swindle, defeat","verb",
2397,"উপকারী","helpful, useful","adj",
2399,"হতভাগা","unfortunate, ill-fated; ""wretched""","adj",
2401,"আগ্রহী","eager, earnest, zealous","adj",
2403,"আমরা ঋণী","we have an obligation",,
2405,"সৃষ্টির ইদ্দেশ্যটাই বিফল হয়ে গেছে","the creation was subjected to frustration",,
2406,"আশ্বাস","assurance; consolation, comfort","noun",
2407,"ধ্বংসের বাঁধন","bondage to decay","noun",
2408,"গৌরবময়","glorious","noun",
2411,"কাতরানো","to moan, groan","verb",
2412,"তালাশ করে দেখা","to search","verb",
2413,"আগেই ঠিক চরে রাখা","to predestine","verb",
2414,"আকুলতা","anxiety; bewilderment; restlessness","noun",
2415,"আগেই বাছাই ক","to choose before","verb",
2416,"দোষী বলে স্থির ক","to condemn","verb",
2419,"বিবেক","conscience; true knowledge; discretion","noun",
2420,"ভক্ত","devotee; worshiper; follower","noun",
2423,"কারও","anyone's",,
2425,"দায়া পাত্র","object of mercy","noun",
2426,"নবী হোসিয়া","Prophet Hosea","name",
2427,"রাব্বুল আলামীন","Lord Almighty","name",
2428,"উচোট খাওয়া","to stumble","verb",
2429,"নিরাশ হ","to be put to shame","verb",
2432,"দোয়া ঢেলে দেওয়া","to richly bless, [literally, 'to pour out blessing']","verb",
2433,"সাড়া দেওয়া","to respond to","verb",
2434,"একগুঁইয়ে","obstinate","adj",
2435,"রহমত","grace","noun",
2436,"গোস্টী","tribe","noun",
2437,"রেখে দেওয়া","to reserve","verb",
2440,"অসাড়","hardened, numb, callous, slow of heart","adj",
2441,"উচোট খাওয়ার কারণ","'stumbling block'","noun",
2442,"কোমরে খিঁচুনি ধরে যাওয়া","to have one's back bent","verb",
2443,"আগ্রহে জেগে উঠা","to become envious","verb",
2444,"সাহাবী","apostle","noun",
2445,"আগ্রহ জাগিয়ে তুলা","to arouse to envy","verb",
2446,"তাল","ball, lump, clod","noun",
2447,"মূল","root","noun",
2448,"জোড়া","to fasten, affix","verb",
2449,"জুড়ে দেওয়া","to graft (as a branch onto a tree), to attach","verb",
2450,"নিজেকে বড় মনে ক","to boast; to think highly of oneself","verb",
2451,"ধরে রাখা","to support","verb",
2452,"অহংকার ক","to be arrogant","verb",
2453,"ভেবে দেখা","to consider","verb",
2454,"গোপন সত্য","mystery","noun",
2455,"নিজে জ্ঞানী মনে ক","to be conceited; to think of oneself as being wise, smart, etc.","verb",
2456,"দোয়াযুক্ত ব্যবস্থা","covenant (of blessing)","noun",
2457,"উপযুক্ত এবাদত","suitable worship","noun",
2458,"তুলে দেওয়া","to offer","verb",
2459,"চালচলন","ways/modes of living, behavior, conduct","noun",
2460,"ডুদানো","to cause to sink or be submerged","verb",
2461,"নির্ভুল","perfect","adj",
2462,"অৎসাহিত করবার ক্ষমতা","ability to encourage","noun",
2463,"সরল মনে দেওয়া","to give generously","verb",
2465,"ভণ্ডমি","hypocrisy","noun (pl)",
2466,"ভণ্ডমি না থাকা","to be sincere","verb",
2467,"শক্তভাবে ধরে রাখা","to cling","verb",
2468,"প্রভুর কাজ লেগে থাকা","to continue serving the Lord","verb",
2471,"মেলামেশা ক","to associate, welcome","verb",
2472,"বড় লোকের ভাব না দেখানো","to not be proud","verb",
2474,"গাদা","lump, stock, pile, heap","noun",
2475,"গাদা করে রাখা","to make a pile or heap","verb",
2476,"খারাপ","evil","noun",
2477,"হেরে যাওয়া","to lose","verb",
2478,"হারা","to be defeated; to lose (a game or battle)","verb",
2479,"হারানো","to lose, miss; to defeat, to beat / lost, missing","verb / adj",
2480,"নিযুক্ত ক","to appoint, employ, install","verb",
2481,"আধীনতা","subjection, bondage","noun",
2482,"স্বীকার ক","to accept; agree to; confess","verb",
2484,"শুল্ক","revenue; tariff duty; customs; toll","noun",
2485,"শ্রদ্ধা ক","to respect, honor","verb",
2486,"অস্ত্রশস্ত্র","weapons","noun",
2487,"নূরের অস্ত্রশস্ত্র","armor of light","noun",
2488,"দূর ক","to make noise","verb",
2489,"হল্লা","uproar; assault","noun",
2490,"হল্লা ক","to make a riotous uproar or hullabaloo","verb",
2491,"মাতলামি","drunkenness; orgy","noun",
2492,"বিশৃঙখল","wild, disorderly; lawless, unrestrained","adj",
2493,"ঝগড়াঝাঁটি","dissension, quarrel","noun",
2494,"আপন করে নেওয়া","to accept as one's own","verb",
2495,"মতামত","opinion","noun",
2496,"তর্কাতর্কি ক","to debate","verb",
2497,"আমিষভাবে","carnivorous; non-vegetarian","noun",
2498,"নিরামিষভোজী","vegetarian","noun",
2499,"তুচ্ছ না করা","to not look down on","verb",
2500,"দোষ না ধরা","to not condemn; not judge","verb",
2501,"পুরোপুরিভাবে","completely","adv",
2502,"সায়","consent, assent; termination","noun",
2504,"পাতা","to bend down submissively, [has lots of other meanings also]","verb",
2505,"দোষ দেওয়া","to blame, condemn","verb",
2506,"দোষ ধরা","to condemn, judge","verb",
2507,"ভাল করে জানা","to be fully convinced","verb",
2508,"সর্বনাশ ক","to destroy","verb",
2509,"নিন্দা ক","to blame, despise, vilify, slander","verb",
2510,"ভাল মনে ক","to approve","verb",
2511,"গড়ে তোলা","to edify, build up","verb",
2512,"সবল","strong","adj",
2513,"লক্ষ্য রাখা","to aim to do something","verb",
2514,"অপমান ক","to insult","verb",
2516,"ইয়াসির মূল","Root of Jesse","name",
2517,"উপ্‌চে পড়া","to overflow","verb",
2518,"অসীম","unlimited; endless; vast","adj",
2519,"উপদেশ দেওয়া","to advise; instruct; admonish","verb",
2521,"কুদরতী","miraculous; superhuman","adj",
2522,"জীবনের লক্ষ্য","life's ambition","noun",
2523,"বাধা পাওয়া","to be hindered","verb",
2524,"স্পেন দেশ","Spain","name",
2525,"চাঁদা","[P] contribution; offering","noun",
2526,"রূহানী দোয়ার ভাগ","portion of spiritual blessing","noun",
2527,"সাংসারিক","worldly; domestic","adj",
2528,"সাংসারিক বিষয়ে","with material goods/blessings","noun",
2529,"প্রাণ জুড়ানো","to refresh one's soul","verb",
2530,"সুপারিশ ক","[P] to recommend","verb",
2531,"খেদমতকারিণী","one who serves (fem.)","noun",
2532,"খেদমত","[A] act of waiting on or serving","noun",
2533,"কৃতজ্ঞ","thankful, grateful","adj",
2534,"সালাম জানানো","to greet","verb",
2535,"সম্মানিত","honored; respectable","adj",
2536,"যাচাই ক","to estimate the value of something; appraise","verb",
2537,"স্নেহ","oil, fat, grease; love, affection","noun",
2538,"মনোভাব","attitude","noun",
2540,"দল","group","noun",
2542,"ষোশামোদ","flattery; servility","noun",
2543,"সরলমনা","sincere; ingenuous; innocent","adj",
2544,"গুঁড়ান","to crush into powder","verb",
2546,"অনন্ত","infinite; without limits; eternal; imperishable","adj",
2547,"আরব","Arabia","name",
2549,"বদলানো","to be changed","verb",
2551,"অনর্থক","futile, useless","adj.",
2553,"ঢুকে","?",,
2555,"ভার","weight, load, heaviness, responsibilty","name",
2557,"মিলানো","to agree","verb",
2559,"অনুরোধ","appeal, impore",,
2560,"মুহুর্ত","moment, any short space of time","noun",
2561,"বাড়ানো","to increase, enchance, cause to grow","verb",
2563,"জন্মগ্রহণ ক","to be born, to come to life","verb",
2566,"দাবি-দাওয়া","rights and claims","noun",
2568,"বাতিল ক","to cancel, reject, abolish","verb",
2571,"প্রাপ্ত","obtained, got received, reached","adj.",
2573,"তাংগানো","to suspend, to hang","verb",
2574,"অভিষেক","guardian, regent, custodian","noun",
2575,"একটুখানি","little, small in size or amount","adj.",
2577,"খামি","yeast","noun",
2579,"ফাঁপা","to swell, inflate, increase, thrive","verb",
2581,"গোলমাল","great noise of many confused voices, bustle and clamour","noun",
2583,"খোজা","a eunuch, a castrated man; to castrate","noun",
2584,"হিংসাহিংসি","envy",,
2586,"পরিচালিত","directed, conducted, mangaed","adj.",
2588,"নাপাকী","impurity, uncleanliness","noun",
2590,"লম্পট","covetous, greedy, luistful","adj.",
2591,"মূর্তিপুজা","idol worship","noun",
2593,"স্বার্থপরতা","selfishness, egotism","noun",
2595,"অমিল","discord, disention","noun",
2598,"বড়াই","boasting, braggin","noun",
2599,"ঠকা","be cheated, swindled, outwitted, decieved","verb",
2601,"তুলনা","similiarity, likeness","noun",
2605,"মিলন-তাম্বু","character or letter of the alphabet","noun",
2606,"খৎনা","circumcision","noun",
2608,"নিস্পাপ","sinless, without fault",,
2610,"আহবান","invitation, call, summons","noun",
2611,"সোস্থিনি","Sosthene","name",
2613,"গাঁথা","string together, arrange in orderly manner","verb",
2614,"বিশ্বাসযোগ্য","faithful",,
2615,"ক্লোয়ী","Chloe","name",
2616,"কৃতজ্ঞ","gratitude, thankfulness","adj.",
2617,"মূর্খতা","stupidity, foolishness","noun",
2619,"তালাশ","search, inquiry","noun",
2620,"ইচু","high, tall, lofty, noble","adj.",
2621,"তুচ্ছ","a very little, insignificant","adj.",
2623,"মূল্যবান","valuable","noun",
2624,"কাঁপা","to shake, tremble","verb",
2625,"ভাসা","to float, drift","verb",
2627,"পরিপক্ক","ripe, mature","adj.",
2629,"ক্ষমতাশূন্য","powerless",,
2630,"ব্যাখ্যা","reason",,
2631,"ক্ষেত","agricultural land, a farm","noun",
2632,"ভিত্তি","grounds, cause, reason",,
2634,"বিচালি","straw of rice","noun",
2635,"হাশর","resurrection, meeting, gathering","noun",
2637,"যাচা","to estimate, determine its value","verb",
2638,"চিন্তাধারা","ways, culture, customs",,
2639,"ছল-চাতুরী","tricks and disception","noun",
2641,"ভবিষ্য","future, imminent, coming","adj.",
2642,"ইদাহরণ","example","noun",
2643,"অহংকার","pride",,
2645,"মিছিল","protest, procession","noun",
2646,"ঠাট্টা","joke, tease","noun",
2648,"নিষ্ঠুর","cruel, heartless","adj.",
2649,"গালাগালি","to speak in abusive terms","verb",
2651,"আবর্জনা","rubbish","noun",
2652,"জঞ্জাল","refuse, rubbish","noun",
2654,"অহস্কার","Ahaziah (NIV)",,
2656,"সৎমা","step mother","noun",
2657,"সরল","true, honest",,
2658,"জোচ্চোর","?",,
2660,"নালিশ","complaint, charge, legal action","noun",
2661,"মামলা-মকদ্দমা","lawsuit, legal action",,
2662,"পুরুষ-বেশ্যা","male prostitutes","noun",
2663,"সমকামী","lesbian","noun",
2664,"বটা","archaic form of 'to be'","verb",
2665,"অবিবাহিত","unmarried","adj.",
2666,"বিধবা","widow","noun",
2668,"সংসার","the world, secular/domestic life","noun",
2669,"রেহাই","exception, escape, liberation","noun",
2671,"জড়িত","concerned, connected, attached, involved in","adj.",
2672,"ধরাবাঁধা","hard and fast, rigid","adj.",
2674,"উৎসর্গ","act of dedicating something for a noble cause","noun",
2675,"দেবতা","idol","noun",
2677,"অভ্যাস","habit, settled practiseq","noun",
2678,"সৈনিক","soldier","noun",
2679,"জাল্‌তি","a small net","noun",
2680,"জোগাড়","preparation, arrangement","noun",
2681,"দাবি","claim, right","noun",
2683,"ভোগ ক","to suffer","verb",
2684,"দুর্ভাগ্য","bad luck, misfortune","noun",
2685,"পুরস্কার","reward, treasure","noun",
2687,"বিনা","without, except","prep.",
2688,"উপায়","path, way",,
2690,"যোগ","union, combination, blending","noun",
2691,"মুস্টিযদ্ধ","boxer, fighter","noun",
2693,"আমোদ-পমোদ ক","to rejoice, celebrate","verb",
2694,"মাজবানী","the Lord,s supper; feast","noun",
2695,"নির্ভর","prop, support, refuge","noun",
2696,"সভু","polite","noun",
2697,"গুণ","character, multiply, count",,
2698,"বুকে হাঁটা প্রাণী","animals which crawl on their stomachs","noun",
2700,"স্বাভাবিক","natural, normal, usual","adj.",
2701,"বেঈমান","unfaithful, false, dishonest","adj.",
2702,"বেঈমানী","treachery, faithlessness, infidelity","noun",
2705,"কুফরী","judged as a non-believer",,
2706,"যথেস্ট","enough, sufficient, abundant","adj.",
2707,"গামলানো","to save, protect","verb",
2708,"শুঁকা","to smell","verb",
2709,"ঝঞ্ঝন","clanking, clattering  sound","noun",
2710,"আচার অনুস্টান","religious festival","noun",
2711,"আচার-ব্যবহার","customs and manners","noun",
2712,"বাঁশী","flute","noun",
2714,"অর্থহীন","meaningless",,
2715,"দাফন","grave, tomb","noun",
2716,"নিষ্ফল","fruitless",,
2718,"মুখামুখি","face to face",,
2719,"ইফিষ","Ephesius","name",
2722,"লড়া","to fight, struggle, combat","verb",
2723,"মুর্খ","fool, idiot","noun",
2726,"পলক","eyelashes, wink, moment","noun",
2728,"আওয়াজ","sound, noise, cry","noun",
2729,"নড়া","to move, stir, shake","verb",
2731,"পঞ্চাশত্তমী-ঈদ","Pentecost","noun",
2732,"নির্ভয়","fearless, free from danger, secure","adj.",
2733,"আখায়া পদেশ","Achaia","name",
2734,"অন্তরিক","from the heart, spiritual",,
2735,"নড়চড়","movment, motion, change, deviation","name",
2736,"অনুসার","following, imitation, motive, accordance","noun",
2737,"রাজতাজ","kings crown","noun",
2738,"সমাজ","community",,
2739,"গুঙান","praise, worship",,
2741,"দয়ালু","kind, friendly",,
2742,"গাঁথা","to string together","verb",
2743,"মৃত","dead, lifeless","adj.",
2744,"সন্দেহ","doubt, suspicion, uncertainty","noun",
2745,"বোথ","knowing, understanding, knowledge, feel","noun",
2747,"ভয়হীন","fearless, without fear",,
2748,"পরামর্শ","advice",,
2749,"আড্ডা","gossip",,
2750,"ধ্যান","mediation, thought, reflection","noun",
2752,"স্রোত","current, stream","noun",
2753,"বাধ্যতা","obedience, obligation, meekness","noun",
2754,"তুষ","husk of grain, chaff","noun",
2755,"টিকবে","?",,
2756,"চেঁচামেচি","confused outcry, clamour","noun",
2757,"মিছামিছি","falsely, wrongly","adv.",
2759,"বৈঠক","meeting, conference","noun",
2760,"ধমক","reproof, reprimand, scolding","noun",
2761,"লোহা","iron","noun",
2762,"দণ্ড","stick, staff, rod",,
2764,"চুরমার","reduced to dust","adj.",
2765,"ভরা","to fill","verb",
2766,"ভরা","filled, stuffed full","adj.",
2768,"চুম্বন","act of kissing, a kiss","noun",
2770,"নাজেল","descending, alighting","adj.",
2771,"নিমেষ","twinkling, shutting of the eye, wink, moment","noun",
2772,"জ্বলা","to enkndled","verb",
2773,"আশ্রয়","refuge, shelter","noun",
2775,"অবশালোম","Absalem","name",
2776,"ঢাল","sheild","noun",
2778,"চোয়াল","the jaw, jawbone","noun",
2779,"সাড়া","response, answer, reaction","noun",
2780,"উত্তেজিত","excited, agitated","adj.",
2781,"দৃস্টি","seeing, viewing, holding","noun",
2782,"ডালি","basket full of articles or offering to a deity","noun",
2783,"অগ্রাহ্য","not fit to be accepted or approved","adj.",
2784,"মমতা","affection, attchment, love","noun",
2785,"কুমতল","?",,
2786,"ঘিরা","to enclose, to shut up","verb",
2787,"ক্রোধ","fury","noun",
2788,"কাঁপুনি","?",,
2790,"কতকাল","?","noun",
2791,"দোহাই","cry for help, mercy, oath, excuse","noun",
2792,"স্মরণ","remembering, recollection","noun",
2794,"কোঁকা","?",,
2795,"ভিজা","to get wet, drenched","verb",
2796,"ভিক্ষা","begging, asking, charitable gift","noun",
2797,"ছন্দ","a poetic metre, a rhythmic arrangement","noun",
2798,"গোষ্ঠী","tribe, family","noun",
2799,"কলংক","stain, disgrace, stigma",,
2801,"মাড়া","to pound, thresh","verb",
2802,"শান","grindstone; paved floor; condition, state, disposition","noun",
2803,"বাঁকা","to bend","verb",
2804,"মারণ","killing, slaying","noun",
2806,"অস্ত্র","weapon, missile, arms","noun",
2807,"প্রসব","childbirth, delivery","noun",
2808,"বেদন","the act of breaking","noun",
2810,"গর্ত","hole","noun",
2811,"প্রতিশোধ","revenge, retaliation","noun",
2814,"অলৌকিক","miraculus, superhuman","noun",
2815,"সিংহাসন","throne","noun",
2817,"ধম্‌কে","?",,
2818,"উপ্‌ড়ে","?",,
2820,"দুর্দিন","rainy,cloudy day","noun",
2821,"ত্যাগ","act of giving up, sacrifice, leaving","noun",
2823,"অবহেলা","neglected, disregarded, disrespected","noun",
2824,"ফাঁদ","snare, trap","noun",
2825,"খাটে","suitable",,
2826,"ইউনা","Joshua","name",
2827,"সুযোগ","opportunity",,
2829,"আগ্রহী","zealous, eager","adj.",
2830,"কার্যকর","effective, useful","adj.",
2831,"অধি-","denoting prominence, authority, domination, superiority","prefix",
2832,"আস্ত্রিত্র-মজ্জা","joints and marrow","noun",
2834,"প্রকাশিত","become visable, brought to light","adj.",
2835,"ইব্‌নুল্লাহ","Son of God","name",
2837,"ব্যথা","pain",,
2838,"মাল্‌কীসিদ্দিক","Melchizedek","name",
2839,"ওস্তাদ","teacher","noun",
2840,"অর্থাৎ","meaning",,
